,central_d,delay,event_label,event_length,event_recalled,events,fc,movie,net1_label,net2_label,path_length,percent_events,peri_d,subject,window,fc_mc,boundary_diff
455,1.5,2,8,43.0,1.0,8,-0.10150373068179913,bluestreets,postHC,PMN,,0.6428571428571429,0.5,sub-109,offset,-0.22026411511019944,1.3608109429478645
456,1.0,2,9,71.0,1.0,9,-0.2584004023876737,bluestreets,postHC,PMN,,0.6428571428571429,5.0,sub-109,offset,-0.377160786816074,0.9859255191404372
457,4.0,2,10,75.0,1.0,10,0.030817010637927845,bluestreets,postHC,PMN,,0.6428571428571429,2.5,sub-109,offset,-0.08794337379047248,2.4801579592749476
458,0.0,2,11,59.0,0.0,11,-0.6279437425718016,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-109,offset,-0.746704127000202,0.992444708943367
459,0.0,2,12,20.0,0.0,12,0.015343993744546397,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-109,offset,-0.10341639068385393,1.9680408388376236
460,0.0,2,13,17.0,0.0,13,0.5712598621469842,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-109,offset,0.4524994777185839,-0.8593785166740417
461,3.0,2,14,89.0,1.0,14,-0.2646808431015512,bluestreets,postHC,PMN,,0.6428571428571429,3.0,sub-109,offset,-0.3834412275299515,0.90749835036695
462,6.5,0,1,61.0,1.0,1,0.7319741550792744,bluestreets,postHC,PMN,,0.7857142857142857,5.0,sub-111,offset,0.67461907066045,1.3949469737708569
463,0.0,0,2,62.0,0.0,2,0.7022209630167812,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-111,offset,0.6448658785979567,1.4903101101517677
464,8.0,0,3,62.0,1.0,3,0.42601044839821994,bluestreets,postHC,PMN,,0.7857142857142857,5.5,sub-111,offset,0.36865536397939547,1.9614974409341812
465,1.5,0,4,67.0,1.0,4,0.025352594445916435,bluestreets,postHC,PMN,,0.7857142857142857,2.5,sub-111,offset,-0.03200248997290802,0.2680888660252094
466,3.0,0,5,60.0,1.0,5,-0.08152074843380643,bluestreets,postHC,PMN,,0.7857142857142857,3.0,sub-111,offset,-0.1388758328526309,-0.9178641363978386
467,0.0,0,6,52.0,0.0,6,0.26861198906771516,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-111,offset,0.21125690464889071,1.061301127076149
468,0.0,0,7,67.0,1.0,7,-0.4870048077592733,bluestreets,postHC,PMN,,0.7857142857142857,4.5,sub-111,offset,-0.5443598921780978,1.7139921188354492
469,2.0,0,8,43.0,1.0,8,-0.08597204172443501,bluestreets,postHC,PMN,,0.7857142857142857,5.0,sub-111,offset,-0.14332712614325946,1.2065491452813148
470,1.5,0,9,71.0,1.0,9,0.3068188094484241,bluestreets,postHC,PMN,,0.7857142857142857,2.5,sub-111,offset,0.24946372502959965,2.8445303440093994
471,6.5,0,10,75.0,1.0,10,0.028775112253973625,bluestreets,postHC,PMN,,0.7857142857142857,6.0,sub-111,offset,-0.02857997216485083,-0.26037581264972687
472,2.0,0,11,59.0,1.0,11,0.7402029721026743,bluestreets,postHC,PMN,,0.7857142857142857,2.0,sub-111,offset,0.6828478876838499,-0.6906205862760544
473,1.0,0,12,20.0,1.0,12,-0.4371556340986802,bluestreets,postHC,PMN,,0.7857142857142857,0.5,sub-111,offset,-0.49451071851750467,-0.006191641092300415
474,0.0,0,13,17.0,0.0,13,-0.8511279700372602,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-111,offset,-0.9084830544560846,0.04945339262485504
475,4.5,0,14,89.0,1.0,14,-0.33161832882519243,bluestreets,postHC,PMN,,0.7857142857142857,14.5,sub-111,offset,-0.3889734132440169,-0.6827997416257858
476,6.0,2,1,61.0,1.0,1,-0.2850482426228302,bluestreets,postHC,PMN,,0.5714285714285714,5.0,sub-112,offset,-0.33862992108830264,-0.041346728801727295
477,0.0,2,2,62.0,0.0,2,-0.3255990403671995,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-112,offset,-0.37918071883267196,-3.6393350269645452
478,1.0,2,3,62.0,1.0,3,0.25074595993547183,bluestreets,postHC,PMN,,0.5714285714285714,2.5,sub-112,offset,0.19716428146999937,-3.3799652457237244
479,1.0,2,4,67.0,1.0,4,0.01702062332598923,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-112,offset,-0.03656105513948324,1.7837483435869217
480,3.0,2,5,60.0,1.0,5,0.17280106744757973,bluestreets,postHC,PMN,,0.5714285714285714,2.0,sub-112,offset,0.11921938898210725,31.00708755850792
481,0.0,2,6,52.0,0.0,6,0.4978787600328496,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-112,offset,0.44429708156737713,2.004520770162344
482,0.0,2,7,67.0,1.0,7,-0.4585144802288275,bluestreets,postHC,PMN,,0.5714285714285714,5.5,sub-112,offset,-0.5120961586943,0.7581895068287849
483,2.0,2,8,43.0,1.0,8,0.2169647817485524,bluestreets,postHC,PMN,,0.5714285714285714,1.0,sub-112,offset,0.16338310328307992,2.983586637303233
484,0.0,2,9,71.0,0.0,9,0.22812543907803148,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-112,offset,0.174543760612559,1.440505065023899
485,0.0,2,10,75.0,0.0,10,0.14189830618040014,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-112,offset,0.08831662771492767,0.3466220945119858
486,0.0,2,11,59.0,0.0,11,-0.24336218766158124,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-112,offset,-0.2969438661270537,-2.3350052386522293
487,1.5,2,12,20.0,1.0,12,-0.31134919339829786,bluestreets,postHC,PMN,,0.5714285714285714,0.5,sub-112,offset,-0.3649308718637703,-1.792212724685669
488,0.0,2,13,17.0,0.0,13,0.7013676218324602,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-112,offset,0.6477859433669877,3.682360917329788
489,3.5,2,14,89.0,1.0,14,1.3171328348165596,bluestreets,postHC,PMN,,0.5714285714285714,1.5,sub-112,offset,1.263551156351087,3.9305455088615417
490,8.0,0,1,61.0,1.0,1,0.6805811678594381,bluestreets,postHC,PMN,,0.7857142857142857,13.0,sub-115,offset,0.40480068094146676,-0.7125285863876343
491,0.0,0,2,62.0,1.0,2,0.2354720595730743,bluestreets,postHC,PMN,,0.7857142857142857,4.0,sub-115,offset,-0.04030842734489706,-0.9943125396966934
492,5.0,0,3,62.0,1.0,3,0.5672851855910278,bluestreets,postHC,PMN,,0.7857142857142857,2.5,sub-115,offset,0.29150469867305645,0.44269729405641556
493,1.5,0,4,67.0,1.0,4,0.4811194618532227,bluestreets,postHC,PMN,,0.7857142857142857,12.0,sub-115,offset,0.20533897493525133,0.37728505954146385
494,5.5,0,5,60.0,1.0,5,-0.02605737641451115,bluestreets,postHC,PMN,,0.7857142857142857,8.0,sub-115,offset,-0.3018378633324825,0.5069778561592102
495,0.5,0,6,52.0,1.0,6,0.7905093483039773,bluestreets,postHC,PMN,,0.7857142857142857,7.0,sub-115,offset,0.5147288613860059,-0.13077610731124878
496,0.0,0,7,67.0,1.0,7,0.5736432871110124,bluestreets,postHC,PMN,,0.7857142857142857,8.0,sub-115,offset,0.29786280019304107,1.4851714447140694
497,1.5,0,8,43.0,1.0,8,0.16501954229576685,bluestreets,postHC,PMN,,0.7857142857142857,5.5,sub-115,offset,-0.11076094462220451,-1.60993592441082
498,2.5,0,9,71.0,1.0,9,-0.22461940787506843,bluestreets,postHC,PMN,,0.7857142857142857,7.0,sub-115,offset,-0.5003998947930398,-0.5714417695999146
499,6.0,0,10,75.0,1.0,10,0.34113679379969125,bluestreets,postHC,PMN,,0.7857142857142857,6.5,sub-115,offset,0.0653563068817199,-1.0565903186798096
500,0.0,0,11,59.0,0.0,11,-0.31317914409288355,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-115,offset,-0.5889596310108549,1.0718140490353107
501,0.0,0,12,20.0,0.0,12,0.046163492337736846,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-115,offset,-0.22961699458023452,-0.6475269943475723
502,0.0,0,13,17.0,0.0,13,0.3824217825755472,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-115,offset,0.10664129565757585,-0.2289819922298193
503,6.5,0,14,89.0,1.0,14,0.23564309375437753,bluestreets,postHC,PMN,,0.7857142857142857,7.5,sub-115,offset,-0.040137393163593826,-0.11454092711210251
504,4.5,2,1,61.0,1.0,1,-0.6931038754265195,bluestreets,postHC,PMN,,0.35714285714285715,5.0,sub-117,offset,-0.6491565251719911,-3.443217933177948
505,0.5,2,2,62.0,1.0,2,0.25378838157619876,bluestreets,postHC,PMN,,0.35714285714285715,13.0,sub-117,offset,0.29773573183072716,-0.9890962913632393
506,2.5,2,3,62.0,1.0,3,0.17487141153804378,bluestreets,postHC,PMN,,0.35714285714285715,7.0,sub-117,offset,0.21881876179257218,0.45081520080566406
507,0.0,2,4,67.0,0.0,4,0.09997117991452016,bluestreets,postHC,PMN,,0.35714285714285715,0.0,sub-117,offset,0.14391853016904854,1.2286526411771774
508,4.5,2,5,60.0,1.0,5,-0.43019194510745234,bluestreets,postHC,PMN,,0.35714285714285715,6.5,sub-117,offset,-0.38624459485292395,0.3735070638358593
509,0.0,2,6,52.0,0.0,6,-0.29021926064666015,bluestreets,postHC,PMN,,0.35714285714285715,0.0,sub-117,offset,-0.24627191039213175,-1.3141994923353195
510,0.0,2,7,67.0,0.0,7,0.21510219838061126,bluestreets,postHC,PMN,,0.35714285714285715,0.0,sub-117,offset,0.2590495486351396,-0.3428920805454254
511,0.0,2,8,43.0,0.0,8,-0.08183562379080629,bluestreets,postHC,PMN,,0.35714285714285715,0.0,sub-117,offset,-0.0378882735362779,2.8822219520807266
512,0.0,2,9,71.0,0.0,9,0.09135607649100447,bluestreets,postHC,PMN,,0.35714285714285715,0.0,sub-117,offset,0.13530342674553286,-1.3872619345784187
513,0.0,2,10,75.0,0.0,10,0.4574498565059662,bluestreets,postHC,PMN,,0.35714285714285715,0.0,sub-117,offset,0.5013972067604946,-1.6148048043251038
514,0.0,2,11,59.0,0.0,11,-0.46738777745941035,bluestreets,postHC,PMN,,0.35714285714285715,0.0,sub-117,offset,-0.42344042720488195,0.2962477132678032
515,0.0,2,12,20.0,0.0,12,0.3127142693503764,bluestreets,postHC,PMN,,0.35714285714285715,0.0,sub-117,offset,0.3566616196049048,-0.13365035876631737
516,0.0,2,13,17.0,0.0,13,0.006174350740489054,bluestreets,postHC,PMN,,0.35714285714285715,0.0,sub-117,offset,0.05012170099501745,1.2877556150779128
517,1.5,2,14,89.0,1.0,14,-0.541794141288059,bluestreets,postHC,PMN,,0.35714285714285715,3.0,sub-117,offset,-0.49784679103353063,3.340399146080017
518,4.0,0,1,61.0,1.0,1,0.11559069191211258,bluestreets,postHC,PMN,,0.7857142857142857,11.0,sub-118,offset,-0.024905747569584136,7.927175611257553
519,0.0,0,2,62.0,0.0,2,-0.1375526469361525,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-118,offset,-0.2780490864178492,-0.245031476020813
520,4.0,0,3,62.0,1.0,3,-0.1337592747552481,bluestreets,postHC,PMN,,0.7857142857142857,9.0,sub-118,offset,-0.27425571423694484,4.598047077655792
521,0.5,0,4,67.0,1.0,4,0.2321036363059679,bluestreets,postHC,PMN,,0.7857142857142857,3.0,sub-118,offset,0.09160719682427118,6.8555349707603455
522,1.5,0,5,60.0,1.0,5,-0.12169368871039345,bluestreets,postHC,PMN,,0.7857142857142857,8.0,sub-118,offset,-0.26219012819209014,7.892496466636658
523,0.0,0,6,52.0,0.0,6,0.8047007351209259,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-118,offset,0.6642042956392291,9.822914958000183
524,0.0,0,7,67.0,1.0,7,0.2759045631830934,bluestreets,postHC,PMN,,0.7857142857142857,14.0,sub-118,offset,0.1354081237013967,8.660686612129211
525,1.5,0,8,43.0,1.0,8,0.24578301118822,bluestreets,postHC,PMN,,0.7857142857142857,0.5,sub-118,offset,0.10528657170652328,5.564005732536316
526,1.0,0,9,71.0,1.0,9,0.48674401710687,bluestreets,postHC,PMN,,0.7857142857142857,2.0,sub-118,offset,0.3462475776251733,10.052209910936654
527,3.5,0,10,75.0,1.0,10,0.14708361074894025,bluestreets,postHC,PMN,,0.7857142857142857,0.5,sub-118,offset,0.006587171267243536,1.5963966846466064
528,5.0,0,11,59.0,1.0,11,-0.8595737761898447,bluestreets,postHC,PMN,,0.7857142857142857,1.5,sub-118,offset,-1.0000702156715413,10.994585990905762
529,0.0,0,12,20.0,1.0,12,-0.0986320707607591,bluestreets,postHC,PMN,,0.7857142857142857,7.0,sub-118,offset,-0.2391285102424558,0.7849617004394531
530,0.0,0,13,17.0,0.0,13,0.32267898168977344,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-118,offset,0.18218254220807673,-4.441040217876434
531,4.0,0,14,89.0,1.0,14,1.8697082815324049,bluestreets,postHC,PMN,,0.7857142857142857,2.5,sub-118,offset,1.729211842050708,1.9245941638946533
532,5.5,0,1,61.0,1.0,1,0.2266089230054101,bluestreets,postHC,PMN,,0.7142857142857143,1.5,sub-119,offset,0.06968181532927659,0.2657798230648041
533,0.0,0,2,62.0,0.0,2,-0.3186187879157755,bluestreets,postHC,PMN,,0.7142857142857143,0.0,sub-119,offset,-0.4755458955919091,2.10486102104187
534,5.0,0,3,62.0,1.0,3,-0.5128895211485487,bluestreets,postHC,PMN,,0.7142857142857143,3.5,sub-119,offset,-0.6698166288246822,-1.017282098531723
535,0.0,0,4,67.0,1.0,4,-0.10162014303678528,bluestreets,postHC,PMN,,0.7142857142857143,2.5,sub-119,offset,-0.2585472507129188,0.17804675735533237
536,2.5,0,5,60.0,1.0,5,0.7554428419063904,bluestreets,postHC,PMN,,0.7142857142857143,3.0,sub-119,offset,0.598515734230257,0.08288419246673584
537,0.0,0,6,52.0,0.0,6,0.25121171364878053,bluestreets,postHC,PMN,,0.7142857142857143,0.0,sub-119,offset,0.09428460597264701,0.13579275831580162
538,0.0,0,7,67.0,1.0,7,-0.1939423589840983,bluestreets,postHC,PMN,,0.7142857142857143,3.0,sub-119,offset,-0.35086946666023183,1.4425401939079165
539,1.0,0,8,43.0,1.0,8,0.6851512614693268,bluestreets,postHC,PMN,,0.7142857142857143,1.0,sub-119,offset,0.5282241537931933,1.5714824050664902
540,1.0,0,9,71.0,1.0,9,0.2332163850348392,bluestreets,postHC,PMN,,0.7142857142857143,1.5,sub-119,offset,0.07628927735870569,0.058643098920583725
541,1.5,0,10,75.0,1.0,10,0.4375005938119882,bluestreets,postHC,PMN,,0.7142857142857143,0.5,sub-119,offset,0.28057348613585464,0.5226075369864702
542,0.0,0,11,59.0,0.0,11,0.21660900435985866,bluestreets,postHC,PMN,,0.7142857142857143,0.0,sub-119,offset,0.059681896683725144,-0.4828450605273247
543,2.0,0,12,20.0,1.0,12,0.3312181778600836,bluestreets,postHC,PMN,,0.7142857142857143,0.5,sub-119,offset,0.1742910701839501,0.39324403554201126
544,0.0,0,13,17.0,0.0,13,0.05929123711900319,bluestreets,postHC,PMN,,0.7142857142857143,0.0,sub-119,offset,-0.09763587055713033,-0.027992672752588987
545,2.5,0,14,89.0,1.0,14,-0.6464045130096813,bluestreets,postHC,PMN,,0.7142857142857143,3.5,sub-119,offset,-0.8033316206858148,0.5042132847011089
546,5.0,2,1,61.0,1.0,1,0.4382456909706245,bluestreets,postHC,PMN,,0.6428571428571429,7.0,sub-120,offset,0.2959329836878224,0.8304575979709625
547,0.0,2,2,62.0,0.0,2,0.5882078680741694,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-120,offset,0.44589516079136726,-1.5361424461007118
548,6.5,2,3,62.0,1.0,3,0.47733585769398124,bluestreets,postHC,PMN,,0.6428571428571429,7.0,sub-120,offset,0.33502315041117914,-0.6022589094936848
549,1.0,2,4,67.0,1.0,4,-0.19476048083748712,bluestreets,postHC,PMN,,0.6428571428571429,3.5,sub-120,offset,-0.3370731881202892,4.766928046941757
550,4.0,2,5,60.0,1.0,5,-0.0738893518734489,bluestreets,postHC,PMN,,0.6428571428571429,11.0,sub-120,offset,-0.21620205915625101,-0.3644610047340393
551,0.0,2,6,52.0,0.0,6,-0.00617997362669732,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-120,offset,-0.1484926809094994,1.342714175581932
552,0.0,2,7,67.0,1.0,7,0.4082828006944245,bluestreets,postHC,PMN,,0.6428571428571429,4.5,sub-120,offset,0.2659700934116224,0.814977616071701
553,2.5,2,8,43.0,1.0,8,0.46292468781470025,bluestreets,postHC,PMN,,0.6428571428571429,5.5,sub-120,offset,0.32061198053189816,-0.8197324983775616
554,0.0,2,9,71.0,0.0,9,-0.07404404128433957,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-120,offset,-0.21635674856714165,2.340795576572418
555,3.5,2,10,75.0,1.0,10,-0.1538670735751265,bluestreets,postHC,PMN,,0.6428571428571429,5.5,sub-120,offset,-0.2961797808579286,-1.020067036151886
556,5.0,2,11,59.0,1.0,11,-0.08673126045125489,bluestreets,postHC,PMN,,0.6428571428571429,5.0,sub-120,offset,-0.229043967734057,0.9912052005529404
557,0.0,2,12,20.0,0.0,12,0.06491073835167943,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-120,offset,-0.07740196893112267,-1.2390164658427238
558,0.0,2,13,17.0,0.0,13,0.007984629446998024,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-120,offset,-0.13432807783580408,1.919512040913105
559,2.0,2,14,89.0,1.0,14,0.013226084332108054,bluestreets,postHC,PMN,,0.6428571428571429,2.5,sub-120,offset,-0.12908662295069404,1.1062993109226227
560,4.5,2,1,61.0,1.0,1,0.3954512312539918,bluestreets,postHC,PMN,,0.7857142857142857,6.5,sub-121,offset,0.21672212580619568,1.5043243020772934
561,2.0,2,2,62.0,1.0,2,1.2270102213687106,bluestreets,postHC,PMN,,0.7857142857142857,3.0,sub-121,offset,1.0482811159209144,3.203695595264435
562,0.5,2,3,62.0,1.0,3,0.4713023927539499,bluestreets,postHC,PMN,,0.7857142857142857,5.0,sub-121,offset,0.29257328730615384,0.8693109750747681
563,0.0,2,4,67.0,0.0,4,0.3441695149743393,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-121,offset,0.16544040952654318,3.9251264333724976
564,1.0,2,5,60.0,1.0,5,0.22858535480066192,bluestreets,postHC,PMN,,0.7857142857142857,6.0,sub-121,offset,0.04985624935286581,0.905700758099556
565,0.0,2,6,52.0,1.0,6,0.06634250684588046,bluestreets,postHC,PMN,,0.7857142857142857,3.0,sub-121,offset,-0.11238659860191565,2.4461773447692394
566,0.0,2,7,67.0,1.0,7,-0.4871572407827731,bluestreets,postHC,PMN,,0.7857142857142857,8.0,sub-121,offset,-0.6658863462305692,1.8995200172066689
567,2.5,2,8,43.0,1.0,8,0.9707411864822851,bluestreets,postHC,PMN,,0.7857142857142857,1.0,sub-121,offset,0.7920120810344891,1.5518056601285934
568,0.0,2,9,71.0,0.0,9,0.13324417761970078,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-121,offset,-0.04548492782809532,3.1417826414108276
569,2.5,2,10,75.0,1.0,10,0.43007702743161874,bluestreets,postHC,PMN,,0.7857142857142857,0.5,sub-121,offset,0.2513479219838226,0.38913142681121826
570,2.5,2,11,59.0,1.0,11,0.21970448628299868,bluestreets,postHC,PMN,,0.7857142857142857,1.0,sub-121,offset,0.04097538083520258,3.9051997140049934
571,2.0,2,12,20.0,1.0,12,-0.12410497602616481,bluestreets,postHC,PMN,,0.7857142857142857,0.5,sub-121,offset,-0.3028340814739609,-1.5018534511327744
572,0.0,2,13,17.0,0.0,13,-0.35158784376792496,bluestreets,postHC,PMN,,0.7857142857142857,0.0,sub-121,offset,-0.530316949215721,0.690839558839798
573,3.5,2,14,89.0,1.0,14,0.7535755458322159,bluestreets,postHC,PMN,,0.7857142857142857,2.0,sub-121,offset,0.5748464403844198,2.3219354152679443
574,4.0,0,1,61.0,1.0,1,0.32287967793322875,bluestreets,postHC,PMN,,0.6428571428571429,6.0,sub-123,offset,0.21674540919414675,-1.1888778656721115
575,0.0,0,2,62.0,0.0,2,-0.12432295432318123,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-123,offset,-0.23045722306226324,-0.12142254412174225
576,3.0,0,3,62.0,1.0,3,0.42999185128891293,bluestreets,postHC,PMN,,0.6428571428571429,4.0,sub-123,offset,0.32385758254983094,-0.8152331858873367
577,0.0,0,4,67.0,1.0,4,-0.19074648352843948,bluestreets,postHC,PMN,,0.6428571428571429,1.5,sub-123,offset,-0.2968807522675215,4.198268234729767
578,2.0,0,5,60.0,1.0,5,-0.41677905315159763,bluestreets,postHC,PMN,,0.6428571428571429,1.0,sub-123,offset,-0.5229133218906796,0.6518447361886501
579,0.0,0,6,52.0,1.0,6,0.5624991800015002,bluestreets,postHC,PMN,,0.6428571428571429,2.5,sub-123,offset,0.45636491126241824,3.608852297067642
580,0.0,0,7,67.0,1.0,7,0.20723666861748039,bluestreets,postHC,PMN,,0.6428571428571429,5.0,sub-123,offset,0.10110239987839838,-1.3130240440368652
581,1.5,0,8,43.0,1.0,8,0.62916555210969,bluestreets,postHC,PMN,,0.6428571428571429,3.5,sub-123,offset,0.523031283370608,3.9744532704353333
582,0.0,0,9,71.0,0.0,9,-0.19436264985958027,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-123,offset,-0.3004969185986623,0.31281813234090805
583,2.0,0,10,75.0,1.0,10,-0.24752492311108418,bluestreets,postHC,PMN,,0.6428571428571429,2.0,sub-123,offset,-0.3536591918501662,2.6586798429489136
584,0.0,0,11,59.0,0.0,11,1.006670621571134,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-123,offset,0.900536352832052,0.7687910459935665
585,0.0,0,12,20.0,0.0,12,0.07422677017694497,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-123,offset,-0.03190749856213704,0.5561654143966734
586,0.0,0,13,17.0,0.0,13,0.0971295655585096,bluestreets,postHC,PMN,,0.6428571428571429,0.0,sub-123,offset,-0.009004703180572407,-1.1041749715805054
587,3.0,0,14,89.0,1.0,14,0.7495313988502241,bluestreets,postHC,PMN,,0.6428571428571429,4.5,sub-123,offset,0.6433971301111421,2.5506796622648835
588,5.0,2,1,61.0,1.0,1,0.6251675616682386,bluestreets,postHC,PMN,,0.5714285714285714,9.5,sub-124,offset,0.5579127040089328,1.1571808457374573
589,2.5,2,2,62.0,1.0,2,0.4006384354153587,bluestreets,postHC,PMN,,0.5714285714285714,5.5,sub-124,offset,0.3333835777560529,1.7442538440227509
590,0.5,2,3,62.0,1.0,3,0.2996789923946734,bluestreets,postHC,PMN,,0.5714285714285714,1.0,sub-124,offset,0.23242413473536752,0.5743345245718956
591,0.0,2,4,67.0,1.0,4,0.30933467323824543,bluestreets,postHC,PMN,,0.5714285714285714,4.0,sub-124,offset,0.24207981557893957,4.998357772827148
592,1.5,2,5,60.0,1.0,5,0.0910532817736079,bluestreets,postHC,PMN,,0.5714285714285714,2.0,sub-124,offset,0.02379842411430204,3.338726967573166
593,0.0,2,6,52.0,0.0,6,-0.3024660273348631,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-124,offset,-0.369720884994169,3.4117173850536346
594,0.5,2,7,67.0,1.0,7,0.1746129671585082,bluestreets,postHC,PMN,,0.5714285714285714,9.5,sub-124,offset,0.10735810949920233,1.4836052656173706
595,0.0,2,8,43.0,0.0,8,0.44617215363080004,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-124,offset,0.37891729597149415,3.127527594566345
596,0.0,2,9,71.0,0.0,9,-0.31971892252537876,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-124,offset,-0.38697378018468465,2.914031222462654
597,1.5,2,10,75.0,1.0,10,-0.1400334541518914,bluestreets,postHC,PMN,,0.5714285714285714,2.5,sub-124,offset,-0.20728831181119725,2.0922139286994934
598,0.0,2,11,59.0,0.0,11,-0.4326011240859439,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-124,offset,-0.4998559817452498,3.706446558237076
599,0.0,2,12,20.0,0.0,12,0.15748181790070112,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-124,offset,0.09022696024139526,0.9870768263936043
600,0.0,2,13,17.0,0.0,13,-0.6651329532992069,bluestreets,postHC,PMN,,0.5714285714285714,0.0,sub-124,offset,-0.7323878109585127,-1.9270251989364624
601,3.0,2,14,89.0,1.0,14,-0.952474423178075,bluestreets,postHC,PMN,,0.5714285714285714,1.0,sub-124,offset,-1.0197292808373808,0.9236268401145935
602,7.5,2,1,61.0,1.0,1,0.11024678757344093,bluestreets,postHC,PMN,,0.7142857142857143,3.0,sub-126,offset,-0.10355609986434088,0.7262686789035797
603,0.0,2,2,62.0,1.0,2,-0.11673771038261078,bluestreets,postHC,PMN,,0.7142857142857143,3.5,sub-126,offset,-0.3305405978203926,2.2011915296316147
604,2.5,2,3,62.0,1.0,3,0.10107513125325607,bluestreets,postHC,PMN,,0.7142857142857143,5.5,sub-126,offset,-0.11272775618452574,2.1424620747566223
605,1.5,2,4,67.0,1.0,4,0.12826177535031946,bluestreets,postHC,PMN,,0.7142857142857143,9.5,sub-126,offset,-0.08554111208746235,-0.3847234845161438
606,1.0,2,5,60.0,1.0,5,1.4037723958405415,bluestreets,postHC,PMN,,0.7142857142857143,7.5,sub-126,offset,1.1899695084027597,2.2418211698532104
607,0.0,2,6,52.0,0.0,6,0.8453391532123614,bluestreets,postHC,PMN,,0.7142857142857143,0.0,sub-126,offset,0.6315362657745796,-0.33916715905070305
608,0.5,2,7,67.0,1.0,7,0.47191861560974574,bluestreets,postHC,PMN,,0.7142857142857143,8.0,sub-126,offset,0.25811572817196393,2.0642668418586254
609,2.0,2,8,43.0,1.0,8,0.0961442326103414,bluestreets,postHC,PMN,,0.7142857142857143,0.0,sub-126,offset,-0.11765865482744041,2.829335331916809
610,0.0,2,9,71.0,0.0,9,-0.52134141729599,bluestreets,postHC,PMN,,0.7142857142857143,0.0,sub-126,offset,-0.7351443047337718,2.4646182507276535
611,6.5,2,10,75.0,1.0,10,0.37991570801114843,bluestreets,postHC,PMN,,0.7142857142857143,6.0,sub-126,offset,0.16611282057336663,0.4896739572286606
612,1.5,2,11,59.0,1.0,11,-0.3289751734266078,bluestreets,postHC,PMN,,0.7142857142857143,3.5,sub-126,offset,-0.5427780608643896,0.4889793246984482
613,0.0,2,12,20.0,0.0,12,0.11658305521585781,bluestreets,postHC,PMN,,0.7142857142857143,0.0,sub-126,offset,-0.097219832221924,0.30503697507083416
614,0.0,2,13,17.0,0.0,13,0.09323424978485516,bluestreets,postHC,PMN,,0.7142857142857143,0.0,sub-126,offset,-0.12056863765292665,0.011141955852508545
615,4.0,2,14,89.0,1.0,14,1.1166797157010944,bluestreets,postHC,PMN,,0.7142857142857143,10.0,sub-126,offset,0.9028768282633126,0.45746326446533203
616,7.5,0,1,61.0,1.0,1,0.19134549333156814,bluestreets,postHC,PMN,,0.7142857142857143,23.5,sub-127,offset,0.04392443589812706,0.44454363733530045
617,1.0,0,2,62.0,1.0,2,0.8373250122366928,bluestreets,postHC,PMN,,0.7142857142857143,6.0,sub-127,offset,0.6899039548032517,1.2343280464410782
618,5.0,0,3,62.0,1.0,3,0.05935567680477046,bluestreets,postHC,PMN,,0.7142857142857143,9.5,sub-127,offset,-0.08806538062867061,-0.003941595554351807
619,0.0,0,4,67.0,0.0,4,0.4210323341969138,bluestreets,postHC,PMN,,0.7142857142857143,0.0,sub-127,offset,0.27361127676347274,0.5662459023296833
620,0.5,0,5,60.0,1.0,5,-0.024984323721504664,bluestreets,postHC,PMN,,0.7142857142857143,10.5,sub-127,offset,-0.17240538115494575,3.2974725663661957
