,central_d,delay,event_label,event_length,event_recalled,events,fc,movie,net1_label,net2_label,path_length,percent_events,peri_d,subject,window,boundary_diff,total_details,total_details_log,peri_d_log,fc_mc
1269,1.5,2,10,75.0,1.0,10,0.006013383986078337,bluestreets,antHC,PMN,,0.5714285714285714,2.5,sub-124,offset,1.7707870602607727,4.0,1.3862943611198906,0.9162907318741551,-0.0796243379545104
1273,3.0,2,14,89.0,1.0,14,-0.8154794354170471,bluestreets,antHC,PMN,,0.5714285714285714,1.0,sub-124,offset,0.24332580156624317,4.0,1.3862943611198906,0.0,-0.9011171573576359
1274,7.5,2,1,61.0,1.0,1,0.22691203975345195,bluestreets,antHC,PMN,,0.7142857142857143,3.0,sub-126,offset,0.8670100402086973,10.5,2.3513752571634776,1.0986122886681098,0.03357023700707604
1275,0.0,2,2,62.0,1.0,2,0.17459564498317634,bluestreets,antHC,PMN,,0.7142857142857143,3.5,sub-126,offset,1.4051650017499924,3.5,1.252762968495368,1.252762968495368,-0.018746157763199572
1276,2.5,2,3,62.0,1.0,3,0.07123804973419795,bluestreets,antHC,PMN,,0.7142857142857143,5.5,sub-126,offset,2.313026577234268,8.0,2.0794415416798357,1.7047480922384253,-0.12210375301217796
1277,1.5,2,4,67.0,1.0,4,-0.22392475277384696,bluestreets,antHC,PMN,,0.7142857142857143,9.5,sub-126,offset,0.05329291522502899,11.0,2.3978952727983707,2.2512917986064953,-0.41726655552022285
1278,1.0,2,5,60.0,1.0,5,1.262055134145782,bluestreets,antHC,PMN,,0.7142857142857143,7.5,sub-126,offset,-2.8067773580551147,8.5,2.1400661634962708,2.0149030205422647,1.068713331399406
1280,0.5,2,7,67.0,1.0,7,0.8179513814991944,bluestreets,antHC,PMN,,0.7142857142857143,8.0,sub-126,offset,0.013292081654071808,8.5,2.1400661634962708,2.0794415416798357,0.6246095787528185
1281,2.0,2,8,43.0,1.0,8,0.03484351642556378,bluestreets,antHC,PMN,,0.7142857142857143,0.0,sub-126,offset,2.0962555464357138,2.0,0.6931471805599453,-inf,-0.15849828632081214
1283,6.5,2,10,75.0,1.0,10,0.4789464341838637,bluestreets,antHC,PMN,,0.7142857142857143,6.0,sub-126,offset,0.6678540483117104,12.5,2.5257286443082556,1.791759469228055,0.28560463143748777
1284,1.5,2,11,59.0,1.0,11,-0.3973572608125317,bluestreets,antHC,PMN,,0.7142857142857143,3.5,sub-126,offset,0.6960144639015198,5.0,1.6094379124341003,1.252762968495368,-0.5906990635589076
1287,4.0,2,14,89.0,1.0,14,-0.12877083794317942,bluestreets,antHC,PMN,,0.7142857142857143,10.0,sub-126,offset,-0.7600637376308441,14.0,2.6390573296152584,2.302585092994046,-0.32211264068955536
1288,7.5,0,1,61.0,1.0,1,0.3077462662085329,bluestreets,antHC,PMN,,0.7142857142857143,23.5,sub-127,offset,0.14032187685370445,31.0,3.4339872044851463,3.1570004211501135,0.10892196877609447
1289,1.0,0,2,62.0,1.0,2,0.2940603470004733,bluestreets,antHC,PMN,,0.7142857142857143,6.0,sub-127,offset,1.3649792075157166,7.0,1.9459101490553132,1.791759469228055,0.09523604956803486
1290,5.0,0,3,62.0,1.0,3,-0.5193212349126198,bluestreets,antHC,PMN,,0.7142857142857143,9.5,sub-127,offset,-0.05043541640043259,14.5,2.6741486494265287,2.2512917986064953,-0.7181455323450583
1292,0.5,0,5,60.0,1.0,5,0.4155730923901591,bluestreets,antHC,PMN,,0.7142857142857143,10.5,sub-127,offset,0.7156190723180771,11.0,2.3978952727983707,2.3513752571634776,0.21674879495772068
1294,0.0,0,7,67.0,1.0,7,0.3224375024048421,bluestreets,antHC,PMN,,0.7142857142857143,10.0,sub-127,offset,0.2605671063065529,10.0,2.302585092994046,2.302585092994046,0.12361320497240366
1295,1.0,0,8,43.0,1.0,8,-0.07051118540824082,bluestreets,antHC,PMN,,0.7142857142857143,4.0,sub-127,offset,0.181569192558527,5.0,1.6094379124341003,1.3862943611198906,-0.26933548284067926
1297,5.0,0,10,75.0,1.0,10,0.2320573861742912,bluestreets,antHC,PMN,,0.7142857142857143,2.0,sub-127,offset,-0.09081053733825684,7.0,1.9459101490553132,0.6931471805599453,0.03323308874185277
1298,3.0,0,11,59.0,1.0,11,-0.04150567088940697,bluestreets,antHC,PMN,,0.7142857142857143,7.0,sub-127,offset,0.519403338432312,10.0,2.302585092994046,1.9459101490553132,-0.2403299683218454
1299,0.0,0,12,20.0,1.0,12,-0.09257702375228827,bluestreets,antHC,PMN,,0.7142857142857143,6.0,sub-127,offset,0.4706788957118988,6.0,1.791759469228055,1.791759469228055,-0.2914013211847267
1301,4.5,0,14,89.0,1.0,14,0.4987973674885242,bluestreets,antHC,PMN,,0.7142857142857143,4.0,sub-127,offset,-1.7334854453802109,8.5,2.1400661634962708,1.3862943611198906,0.29997307005608576
1302,6.0,0,1,61.0,1.0,1,-0.07299801933938747,bluestreets,antHC,PMN,,0.7892857142857143,30.0,sub-128,offset,1.8757577985525131,36.0,3.58351893845611,3.4011973816621555,-0.33781864823564334
1303,0.5,0,2,62.0,1.0,2,0.8244254769470963,bluestreets,antHC,PMN,,0.7892857142857143,7.0,sub-128,offset,-1.2963569611310959,7.5,2.0149030205422647,1.9459101490553132,0.5596048480508404
1304,7.0,0,3,62.0,1.0,3,0.28520815066450017,bluestreets,antHC,PMN,,0.7892857142857143,7.5,sub-128,offset,1.3672122955322266,14.5,2.6741486494265287,2.0149030205422647,0.02038752176824432
1305,0.0,0,4,67.0,1.0,4,0.3870000004339629,bluestreets,antHC,PMN,,0.7892857142857143,5.0,sub-128,offset,-0.6097806692123413,5.0,1.6094379124341003,1.6094379124341003,0.12217937153770703
1306,3.0,0,5,60.0,1.0,5,0.1938951103474047,bluestreets,antHC,PMN,,0.7892857142857143,12.5,sub-128,offset,1.50423564016819,15.5,2.740840023925201,2.5257286443082556,-0.07092551854885115
1308,0.0,0,7,67.0,1.0,7,0.8104726667699641,bluestreets,antHC,PMN,,0.7892857142857143,13.0,sub-128,offset,-0.3042053673416376,13.0,2.5649493574615367,2.5649493574615367,0.5456520378737082
1311,5.0,0,10,75.0,1.0,10,0.19995837827286775,bluestreets,antHC,PMN,,0.7892857142857143,4.5,sub-128,offset,0.8877081610262394,9.5,2.2512917986064953,1.5040773967762742,-0.0648622506233881
1312,0.5,0,11,59.0,1.0,11,-0.018389508922402407,bluestreets,antHC,PMN,,0.7892857142857143,5.5,sub-128,offset,0.28913314640522003,6.0,1.791759469228055,1.7047480922384253,-0.2832101378186583
1313,1.5,0,12,20.0,1.0,12,0.2010409081416644,bluestreets,antHC,PMN,,0.7892857142857143,4.5,sub-128,offset,2.056590348482132,6.0,1.791759469228055,1.5040773967762742,-0.06377972075459146
1315,4.5,0,14,89.0,1.0,14,0.7538479759304456,bluestreets,antHC,PMN,,0.7892857142857143,8.5,sub-128,offset,1.2901644930243492,13.0,2.5649493574615367,2.1400661634962708,0.48902734703418976
1316,5.5,0,1,61.0,1.0,1,0.03503002030752112,bluestreets,antHC,PMN,,0.9285714285714286,11.0,sub-129,offset,0.3774953633546829,16.5,2.803360380906535,2.3978952727983707,-0.1272134901960408
1317,4.5,0,2,62.0,1.0,2,-0.016800402910204168,bluestreets,antHC,PMN,,0.9285714285714286,3.0,sub-129,offset,-1.0135786309838295,7.5,2.0149030205422647,1.0986122886681098,-0.17904391341376608
1318,4.5,0,3,62.0,1.0,3,0.04686557292409168,bluestreets,antHC,PMN,,0.9285714285714286,8.0,sub-129,offset,1.0275857020169497,12.5,2.5257286443082556,2.0794415416798357,-0.11537793757947024
1319,2.0,0,4,67.0,1.0,4,1.130632550100775,bluestreets,antHC,PMN,,0.9285714285714286,11.5,sub-129,offset,0.3523610755801201,13.5,2.6026896854443837,2.4423470353692043,0.9683890395972131
1320,3.0,0,5,60.0,1.0,5,0.1749488881201525,bluestreets,antHC,PMN,,0.9285714285714286,12.5,sub-129,offset,-1.759998083114624,15.5,2.740840023925201,2.5257286443082556,0.012705377616590574
1321,0.5,0,6,52.0,1.0,6,0.03812407356798115,bluestreets,antHC,PMN,,0.9285714285714286,1.5,sub-129,offset,0.19054213166236877,2.0,0.6931471805599453,0.4054651081081644,-0.12411943693558078
1322,0.0,0,7,67.0,1.0,7,-0.039836863228934295,bluestreets,antHC,PMN,,0.9285714285714286,5.5,sub-129,offset,-3.0140799582004547,5.5,1.7047480922384253,1.7047480922384253,-0.2020803737324962
1323,3.0,0,8,43.0,1.0,8,-0.25663307204779845,bluestreets,antHC,PMN,,0.9285714285714286,6.0,sub-129,offset,-0.6051985025405884,9.0,2.1972245773362196,1.791759469228055,-0.4188765825513604
1324,0.0,0,9,71.0,1.0,9,0.24883940061753573,bluestreets,antHC,PMN,,0.9285714285714286,1.0,sub-129,offset,0.6877074241638184,1.0,0.0,0.0,0.08659589011397381
1325,7.0,0,10,75.0,1.0,10,0.632554492828176,bluestreets,antHC,PMN,,0.9285714285714286,4.5,sub-129,offset,1.142440527677536,11.5,2.4423470353692043,1.5040773967762742,0.4703109823246141
1326,1.5,0,11,59.0,1.0,11,-0.2865312388984797,bluestreets,antHC,PMN,,0.9285714285714286,7.5,sub-129,offset,-2.447434224188328,9.0,2.1972245773362196,2.0149030205422647,-0.44877474940204165
1327,2.0,0,12,20.0,1.0,12,0.4705581220603657,bluestreets,antHC,PMN,,0.9285714285714286,3.0,sub-129,offset,-0.38547495007514954,5.0,1.6094379124341003,1.0986122886681098,0.30831461155680373
1329,4.5,0,14,89.0,1.0,14,-0.11420901391308837,bluestreets,antHC,PMN,,0.9285714285714286,12.5,sub-129,offset,-0.10843460261821747,17.0,2.833213344056216,2.5257286443082556,-0.2764525244166503
1330,4.0,0,1,61.0,1.0,1,0.28316458367589226,bluestreets,antHC,PMN,,0.8542857142857143,5.5,sub-130,offset,-0.6209253817796707,9.5,2.2512917986064953,1.7047480922384253,0.34381106937659306
1331,1.0,0,2,62.0,1.0,2,0.8595105998126978,bluestreets,antHC,PMN,,0.8542857142857143,5.5,sub-130,offset,-0.7926308065652847,6.5,1.8718021769015913,1.7047480922384253,0.9201570855133986
1332,6.0,0,3,62.0,1.0,3,0.31103894118163883,bluestreets,antHC,PMN,,0.8542857142857143,5.0,sub-130,offset,-2.9393564239144325,11.0,2.3978952727983707,1.6094379124341003,0.37168542688233963
1333,1.5,0,4,67.0,1.0,4,-0.15206237958153282,bluestreets,antHC,PMN,,0.8542857142857143,3.0,sub-130,offset,1.3464801013469696,4.5,1.5040773967762742,1.0986122886681098,-0.09141589388083202
1334,4.0,0,5,60.0,1.0,5,0.6121220700196347,bluestreets,antHC,PMN,,0.8542857142857143,5.5,sub-130,offset,-0.5334500707685947,9.5,2.2512917986064953,1.7047480922384253,0.6727685557203354
1336,0.0,0,7,67.0,1.0,7,-0.5950258133229543,bluestreets,antHC,PMN,,0.8542857142857143,6.5,sub-130,offset,-2.4725216925144196,6.5,1.8718021769015913,1.8718021769015913,-0.5343793276222536
1337,2.0,0,8,43.0,1.0,8,-0.19706662336584083,bluestreets,antHC,PMN,,0.8542857142857143,2.0,sub-130,offset,-0.3341079354286194,4.0,1.3862943611198906,0.6931471805599453,-0.13642013766514002
1338,0.5,0,9,71.0,1.0,9,-0.24053969298535163,bluestreets,antHC,PMN,,0.8542857142857143,1.5,sub-130,offset,1.8138705790042877,2.0,0.6931471805599453,0.4054651081081644,-0.17989320728465083
1339,4.0,0,10,75.0,1.0,10,-0.24445162740855716,bluestreets,antHC,PMN,,0.8542857142857143,3.5,sub-130,offset,2.404232606291771,7.5,2.0149030205422647,1.252762968495368,-0.18380514170785636
1340,4.5,0,11,59.0,1.0,11,0.48550632782154385,bluestreets,antHC,PMN,,0.8542857142857143,4.0,sub-130,offset,-0.7278890758752823,8.5,2.1400661634962708,1.3862943611198906,0.5461528135222447
1341,1.5,0,12,20.0,1.0,12,0.13399108168848503,bluestreets,antHC,PMN,,0.8542857142857143,0.0,sub-130,offset,-0.047684479504823685,1.5,0.4054651081081644,-inf,0.19463756738918583
1343,3.5,0,14,89.0,1.0,14,-1.1477146117148163,bluestreets,antHC,PMN,,0.8542857142857143,5.5,sub-130,offset,-0.7486238181591034,9.0,2.1972245773362196,1.7047480922384253,-1.0870681260141155
1344,4.0,0,1,48.0,1.0,1,-0.1758305016195276,barmaid,postHC,PMN,2.705093935702379,0.7142857142857143,6.0,sub-000,event_onset,0.4421017747372389,10.0,2.302585092994046,1.791759469228055,-0.3238703311138482
1346,3.5,0,3,51.0,1.0,3,0.0017022820444371662,barmaid,postHC,PMN,2.5109956295624567,0.7142857142857143,5.0,sub-000,event_onset,0.4682800769805908,8.5,2.1400661634962708,1.6094379124341003,-0.14633754744988342
1347,1.0,0,4,24.0,1.0,4,-0.07511468578526258,barmaid,postHC,PMN,2.009350974177355,0.7142857142857143,4.5,sub-000,event_onset,-0.6769555360078812,5.5,1.7047480922384253,1.5040773967762742,-0.2231545152795832
1348,1.0,0,5,91.0,1.0,5,0.3127891483775443,barmaid,postHC,PMN,1.9854121652394843,0.7142857142857143,2.0,sub-000,event_onset,0.6478962749242783,3.0,1.0986122886681098,0.6931471805599453,0.1647493188832237
1349,0.5,0,6,41.0,1.0,6,0.2935965021733588,barmaid,postHC,PMN,2.317834901185366,0.7142857142857143,4.5,sub-000,event_onset,1.1881135068833828,5.0,1.6094379124341003,1.5040773967762742,0.1455566726790382
1350,1.0,0,7,98.0,1.0,7,0.1275980401759604,barmaid,postHC,PMN,2.022063826898889,0.7142857142857143,2.0,sub-000,event_onset,-1.3842814415693283,3.0,1.0986122886681098,0.6931471805599453,-0.020441789318360187
1351,1.5,0,8,31.0,1.0,8,0.24440903321648735,barmaid,postHC,PMN,1.8608992419538606,0.7142857142857143,3.5,sub-000,event_onset,-1.5399112552404404,5.0,1.6094379124341003,1.252762968495368,0.09636920372216676
1352,0.0,0,9,37.0,1.0,9,0.39560535389551604,barmaid,postHC,PMN,2.0394124877492197,0.7142857142857143,4.0,sub-000,event_onset,0.16831420361995697,4.0,1.3862943611198906,1.3862943611198906,0.24756552440119545
1354,1.0,0,11,63.0,1.0,11,-0.07435178673950137,barmaid,postHC,PMN,2.225047872360409,0.7142857142857143,3.0,sub-000,event_onset,-1.1539671421051025,4.0,1.3862943611198906,1.0986122886681098,-0.22239161623382198
1357,5.5,0,14,111.0,1.0,14,0.7941372272894504,barmaid,postHC,PMN,2.0421956618948847,0.7142857142857143,6.5,sub-000,event_onset,-0.011040262877941132,12.0,2.4849066497880004,1.8718021769015913,0.6460973977951298
1358,3.5,0,1,48.0,1.0,1,-0.13926861232049173,barmaid,postHC,PMN,2.576986551599907,1.0,32.0,sub-101,event_onset,-0.7568800449371338,35.5,3.56953269648137,3.4657359027997265,-0.2896576848281739
1359,0.5,0,2,32.0,1.0,2,-0.09231107874008183,barmaid,postHC,PMN,2.1821024149280017,1.0,14.5,sub-101,event_onset,0.09053941071033478,15.0,2.70805020110221,2.6741486494265287,-0.24270015124776395
1360,4.0,0,3,51.0,1.0,3,0.1348243129284361,barmaid,postHC,PMN,2.323351183834046,1.0,7.5,sub-101,event_onset,-0.20137269794940948,11.5,2.4423470353692043,2.0149030205422647,-0.015564759579246024
1361,0.5,0,4,24.0,1.0,4,0.10416394564133007,barmaid,postHC,PMN,1.9564149354884524,1.0,6.0,sub-101,event_onset,0.727389320731163,6.5,1.8718021769015913,1.791759469228055,-0.046225126866352065
1362,2.5,0,5,91.0,1.0,5,0.32251455979480737,barmaid,postHC,PMN,2.0265827442205113,1.0,1.0,sub-101,event_onset,0.33612242341041565,3.5,1.252762968495368,0.0,0.17212548728712523
1363,2.0,0,6,41.0,1.0,6,0.27815168535934837,barmaid,postHC,PMN,1.9512113205679686,1.0,11.0,sub-101,event_onset,0.10915026627480984,13.0,2.5649493574615367,2.3978952727983707,0.12776261285166624
1364,4.0,0,7,98.0,1.0,7,0.35281518243259,barmaid,postHC,PMN,2.4168387065248864,1.0,14.5,sub-101,event_onset,0.624354362487793,18.5,2.917770732084279,2.6741486494265287,0.2024261099249079
1365,0.0,0,8,31.0,1.0,8,0.05797651409624047,barmaid,postHC,PMN,2.215565417327228,1.0,11.5,sub-101,event_onset,-1.2576504349708557,11.5,2.4423470353692043,2.4423470353692043,-0.09241255841144166
1366,0.0,0,9,37.0,1.0,9,0.10235306530646597,barmaid,postHC,PMN,2.1507251727457892,1.0,7.0,sub-101,event_onset,-0.31288618594408035,7.0,1.9459101490553132,1.9459101490553132,-0.04803600720121616
1367,0.0,0,10,54.0,1.0,10,0.16416776731199506,barmaid,postHC,PMN,1.8313173460131307,1.0,12.0,sub-101,event_onset,0.39107498433440924,12.0,2.4849066497880004,2.4849066497880004,0.01377869480431293
1368,3.5,0,11,63.0,1.0,11,0.3775830157572773,barmaid,postHC,PMN,2.377119464707038,1.0,19.5,sub-101,event_onset,-0.6652725664898753,23.0,3.1354942159291497,2.970414465569701,0.2271939432495952
1369,3.0,0,12,63.0,1.0,12,0.022418201690832206,barmaid,postHC,PMN,2.5214859353216803,1.0,16.0,sub-101,event_onset,-0.010259326547384262,19.0,2.9444389791664403,2.772588722239781,-0.12797087081684994
1370,1.0,0,13,81.0,1.0,13,-0.11302628249942315,barmaid,postHC,PMN,2.637319069759645,1.0,22.0,sub-101,event_onset,-0.39478881657123566,23.0,3.1354942159291497,3.091042453358316,-0.2634153550071053
1371,5.5,0,14,111.0,1.0,14,-0.16338819937402368,barmaid,postHC,PMN,2.226308702305852,1.0,30.0,sub-101,event_onset,3.070892609655857,35.5,3.56953269648137,3.4011973816621555,-0.3137772718817058
1372,3.5,2,1,48.0,1.0,1,0.4112029378340439,barmaid,postHC,PMN,2.114001472878325,0.5,7.0,sub-102,event_onset,-0.1608705222606659,10.5,2.3513752571634776,1.9459101490553132,0.3415369688756209
1376,1.0,2,5,91.0,1.0,5,0.10968676545272676,barmaid,postHC,PMN,2.0466067851457375,0.5,1.0,sub-102,event_onset,-0.28256936371326447,2.0,0.6931471805599453,0.0,0.040020796494303804
1377,1.0,2,6,41.0,1.0,6,0.2462351492290682,barmaid,postHC,PMN,2.868589439018551,0.5,7.5,sub-102,event_onset,2.727473199367523,8.5,2.1400661634962708,2.0149030205422647,0.17656918027064522
1378,1.5,2,7,98.0,1.0,7,-0.26069136515252206,barmaid,postHC,PMN,2.44503948835121,0.5,3.5,sub-102,event_onset,0.8100979439914227,5.0,1.6094379124341003,1.252762968495368,-0.33035733411094503
1381,0.0,2,10,54.0,1.0,10,-0.2790041225757503,barmaid,postHC,PMN,2.373346553478713,0.5,6.0,sub-102,event_onset,-0.3386218398809433,6.0,1.791759469228055,1.791759469228055,-0.3486700915341733
1382,0.0,2,11,63.0,1.0,11,0.10873044798156979,barmaid,postHC,PMN,1.3931029343006898,0.5,7.0,sub-102,event_onset,-0.63633032143116,7.0,1.9459101490553132,1.9459101490553132,0.03906447902314683
1385,3.5,2,14,111.0,1.0,14,-0.13938082264723262,barmaid,postHC,PMN,2.2405217489556257,0.5,3.5,sub-102,event_onset,-0.22244736552238464,7.0,1.9459101490553132,1.252762968495368,-0.2090467916056556
1386,2.5,2,1,48.0,1.0,1,-0.19331439464376401,barmaid,postHC,PMN,2.406636278413242,0.42857142857142855,2.5,sub-103,event_onset,1.6669641435146332,5.0,1.6094379124341003,0.9162907318741551,-0.35700077782376827
1388,3.5,2,3,51.0,1.0,3,0.388778683102353,barmaid,postHC,PMN,2.9418251013935706,0.42857142857142855,3.5,sub-103,event_onset,0.16804686933755875,7.0,1.9459101490553132,1.252762968495368,0.2250922999223487
1393,1.5,2,8,31.0,1.0,8,0.14069225191816645,barmaid,postHC,PMN,2.4003061076731025,0.42857142857142855,1.0,sub-103,event_onset,0.9455124512314796,2.5,0.9162907318741551,0.0,-0.02299413126183783
1394,0.0,2,9,37.0,1.0,9,0.0077669389961649155,barmaid,postHC,PMN,2.525583921292126,0.42857142857142855,3.0,sub-103,event_onset,-0.5655910149216652,3.0,1.0986122886681098,1.0986122886681098,-0.15591944418383935
1396,3.0,2,11,63.0,1.0,11,0.33139090767336704,barmaid,postHC,PMN,1.8057191393757395,0.42857142857142855,2.0,sub-103,event_onset,0.7013211641460657,5.0,1.6094379124341003,0.6931471805599453,0.16770452449336276
1399,5.0,2,14,111.0,1.0,14,0.5281357747828898,barmaid,postHC,PMN,1.29587800481612,0.42857142857142855,4.0,sub-103,event_onset,0.946913406252861,9.0,2.1972245773362196,1.3862943611198906,0.3644493916028855
1400,3.0,0,1,48.0,1.0,1,-0.16789201814527466,barmaid,postHC,PMN,2.4139568493540957,0.8571428571428571,4.0,sub-104,event_onset,1.0132777243852615,7.0,1.9459101490553132,1.3862943611198906,-0.4404393459106612
1401,0.0,0,2,32.0,1.0,2,-0.015010103283747966,barmaid,postHC,PMN,2.279839336463082,0.8571428571428571,3.0,sub-104,event_onset,-2.2440985534340143,3.0,1.0986122886681098,1.0986122886681098,-0.2875574310491345
1402,6.5,0,3,51.0,1.0,3,0.14874947947765582,barmaid,postHC,PMN,2.6868098704924024,0.8571428571428571,3.5,sub-104,event_onset,-0.8850684240460396,10.0,2.302585092994046,1.252762968495368,-0.12379784828773072
1403,1.5,0,4,24.0,1.0,4,-0.06743873944228779,barmaid,postHC,PMN,1.4200744110624004,0.8571428571428571,4.5,sub-104,event_onset,-0.9890168942511082,6.0,1.791759469228055,1.5040773967762742,-0.3399860672076743
1404,1.0,0,5,91.0,1.0,5,0.8040422066788655,barmaid,postHC,PMN,2.212272941166232,0.8571428571428571,3.5,sub-104,event_onset,1.3387051969766617,4.5,1.5040773967762742,1.252762968495368,0.531494878913479
1405,1.0,0,6,41.0,1.0,6,0.1740950287858105,barmaid,postHC,PMN,1.8114954037776967,0.8571428571428571,7.5,sub-104,event_onset,1.456149677745998,8.5,2.1400661634962708,2.0149030205422647,-0.09845229897957603
1406,1.5,0,7,98.0,1.0,7,0.43429438952584115,barmaid,postHC,PMN,1.9026273884129077,0.8571428571428571,6.0,sub-104,event_onset,3.5565560162067413,7.5,2.0149030205422647,1.791759469228055,0.1617470617604546
1407,0.0,0,8,31.0,1.0,8,0.3753916066670684,barmaid,postHC,PMN,2.416029938740015,0.8571428571428571,6.0,sub-104,event_onset,-0.6870778203010559,6.0,1.791759469228055,1.791759469228055,0.10284427890168185
1408,0.0,0,9,37.0,1.0,9,-0.032359320584850644,barmaid,postHC,PMN,1.951360679341877,0.8571428571428571,12.0,sub-104,event_onset,2.348609507083893,12.0,2.4849066497880004,2.4849066497880004,-0.3049066483502372
1410,3.0,0,11,63.0,1.0,11,0.2386664227414149,barmaid,postHC,PMN,1.6529295979145686,0.8571428571428571,8.0,sub-104,event_onset,-2.323927789926529,11.0,2.3978952727983707,2.0794415416798357,-0.03388090502397165
1412,0.5,0,13,81.0,1.0,13,0.6030328331699509,barmaid,postHC,PMN,2.095620907407279,0.8571428571428571,6.5,sub-104,event_onset,1.4571608155965805,7.0,1.9459101490553132,1.8718021769015913,0.3304855054045644
1413,3.5,0,14,111.0,1.0,14,0.17699099561025441,barmaid,postHC,PMN,1.358605884428557,0.8571428571428571,4.5,sub-104,event_onset,2.8947446197271347,8.0,2.0794415416798357,1.5040773967762742,-0.09555633215513212
1414,5.5,0,1,48.0,1.0,1,0.346054037025967,barmaid,postHC,PMN,2.5395344312301122,1.0,6.5,sub-105,event_onset,2.649126023054123,12.0,2.4849066497880004,1.8718021769015913,0.25834019947021447
1415,0.5,0,2,32.0,1.0,2,-0.07774720077872017,barmaid,postHC,PMN,1.7256374819345346,1.0,12.0,sub-105,event_onset,0.9773004949092865,12.5,2.5257286443082556,2.4849066497880004,-0.16546103833447268
1416,5.0,0,3,51.0,1.0,3,0.5306608053569131,barmaid,postHC,PMN,1.4358341254730067,1.0,12.5,sub-105,event_onset,2.1763466596603394,17.5,2.8622008809294686,2.5257286443082556,0.44294696780116055
1417,0.5,0,4,24.0,1.0,4,0.7324633157639772,barmaid,postHC,PMN,2.6013549302260324,1.0,8.0,sub-105,event_onset,0.7357413843274117,8.5,2.1400661634962708,2.0794415416798357,0.6447494782082247
1418,7.5,0,5,91.0,1.0,5,-0.12061867763203295,barmaid,postHC,PMN,2.514418112499469,1.0,13.0,sub-105,event_onset,0.5627713948488235,20.5,3.0204248861443626,2.5649493574615367,-0.20833251518778545
1419,2.0,0,6,41.0,1.0,6,-0.0922727457209459,barmaid,postHC,PMN,1.8955259590652933,1.0,13.5,sub-105,event_onset,0.8014126420021057,15.5,2.740840023925201,2.6026896854443837,-0.17998658327669842
1420,4.0,0,7,98.0,1.0,7,0.3684902236377845,barmaid,postHC,PMN,2.3655026603330054,1.0,26.0,sub-105,event_onset,0.4112412433605641,30.0,3.4011973816621555,3.258096538021482,0.280776386082032
1421,0.0,0,8,31.0,1.0,8,0.048535966722370226,barmaid,postHC,PMN,2.1231492138825985,1.0,12.0,sub-105,event_onset,1.5668528601527214,12.0,2.4849066497880004,2.4849066497880004,-0.039177870833382276
1422,0.0,0,9,37.0,1.0,9,0.20872263435175262,barmaid,postHC,PMN,2.832192965428472,1.0,7.5,sub-105,event_onset,0.6676796600222588,7.5,2.0149030205422647,2.0149030205422647,0.12100879679600011
1423,0.0,0,10,54.0,1.0,10,-0.25495064398155204,barmaid,postHC,PMN,2.7383819762669432,1.0,20.5,sub-105,event_onset,1.708730660378933,20.5,3.0204248861443626,3.0204248861443626,-0.34266448153730455
1424,4.0,0,11,63.0,1.0,11,-0.24201203126432805,barmaid,postHC,PMN,1.8450945444727254,1.0,19.0,sub-105,event_onset,-1.7004289627075195,23.0,3.1354942159291497,2.9444389791664403,-0.32972586882008054
1425,0.5,0,12,63.0,1.0,12,0.393913338026187,barmaid,postHC,PMN,2.8244180649629294,1.0,4.0,sub-105,event_onset,0.39654429256916046,4.5,1.5040773967762742,1.3862943611198906,0.3061995004704345
1426,2.5,0,13,81.0,1.0,13,-0.268463763636046,barmaid,postHC,PMN,2.380918645716436,1.0,21.0,sub-105,event_onset,-0.6269159447401762,23.5,3.1570004211501135,3.044522437723423,-0.35617760119179853
1427,7.0,0,14,111.0,1.0,14,0.11481409156097355,barmaid,postHC,PMN,2.948864893735213,1.0,17.5,sub-105,event_onset,0.6993796527385712,24.5,3.1986731175506815,2.8622008809294686,0.02710025400522105
1428,3.0,2,1,48.0,1.0,1,0.1805746286680492,barmaid,postHC,PMN,2.03191528756405,0.5714285714285714,11.5,sub-106,event_onset,-0.7304605692625046,14.5,2.6741486494265287,2.4423470353692043,0.1838447048454746
1430,7.0,2,3,51.0,1.0,3,-0.12035499192409797,barmaid,postHC,PMN,1.874992570419737,0.5714285714285714,14.5,sub-106,event_onset,-0.5913466215133667,21.5,3.068052935133617,2.6741486494265287,-0.11708491574667257
1431,0.0,2,4,24.0,1.0,4,0.43019016386805475,barmaid,postHC,PMN,2.8505073708016666,0.5714285714285714,4.0,sub-106,event_onset,-3.015595316886902,4.0,1.3862943611198906,1.3862943611198906,0.43346024004548017
1432,1.5,2,5,91.0,1.0,5,-0.31967835679281137,barmaid,postHC,PMN,2.6506980559257594,0.5714285714285714,5.0,sub-106,event_onset,1.2850987128913403,6.5,1.8718021769015913,1.6094379124341003,-0.31640828061538595
1433,2.0,2,6,41.0,1.0,6,-0.15966560361864082,barmaid,postHC,PMN,2.2174987179937404,0.5714285714285714,8.0,sub-106,event_onset,1.5557813367340714,10.0,2.302585092994046,2.0794415416798357,-0.1563955274412154
1438,0.5,2,11,63.0,1.0,11,-0.1004520341958105,barmaid,postHC,PMN,2.7070135530166652,0.5714285714285714,3.5,sub-106,event_onset,-0.5357219502329826,4.0,1.3862943611198906,1.252762968495368,-0.0971819580183851
