,central_d,delay,event_label,event_length,event_recalled,events,fc,movie,net1_label,net2_label,path_length,percent_events,peri_d,subject,window,boundary_diff,total_details,total_details_log,peri_d_log,fc_mc
1773,4.0,0,24,75.0,1.0,10,-0.2937606816082121,bluestreets,postHC,PMN,2.589271608846737,0.6428571428571429,2.5,sub-106,event_onset,0.9624846577644348,6.5,1.8718021769015913,0.9162907318741551,-0.2904906054307867
1777,4.5,0,28,89.0,1.0,14,-0.3996218904949213,bluestreets,postHC,PMN,2.526543358328364,0.6428571428571429,6.0,sub-106,event_onset,0.6334722638130188,10.5,2.3513752571634776,1.791759469228055,-0.3963518143174959
1778,4.5,0,15,62.0,1.0,1,0.3544111779130239,bluestreets,postHC,PMN,3.2617038454645235,0.8571428571428571,20.0,sub-108,event_onset,0.7031020754948258,24.5,3.1986731175506815,2.995732273553991,0.20641214336239574
1779,0.0,0,16,61.0,1.0,2,-0.3665090691381419,bluestreets,postHC,PMN,1.4894600047013222,0.8571428571428571,3.5,sub-108,event_onset,0.43312279880046844,3.5,1.252762968495368,1.252762968495368,-0.5145081036887701
1780,4.5,0,17,62.0,1.0,3,0.7771550779188013,bluestreets,postHC,PMN,2.311259778471635,0.8571428571428571,6.0,sub-108,event_onset,-0.03617178834974766,10.5,2.3513752571634776,1.791759469228055,0.6291560433681732
1781,1.5,0,18,67.0,1.0,4,0.17827924595502767,bluestreets,postHC,PMN,2.5712709944695677,0.8571428571428571,3.5,sub-108,event_onset,-1.4693795181810856,5.0,1.6094379124341003,1.252762968495368,0.030280211404399515
1782,2.5,0,19,60.0,1.0,5,-0.0616641666448976,bluestreets,postHC,PMN,2.0005690470448703,0.8571428571428571,6.5,sub-108,event_onset,0.4394923783838749,9.0,2.1972245773362196,1.8718021769015913,-0.20966320119552576
1784,0.5,0,21,67.0,1.0,7,0.13851149056042653,bluestreets,postHC,PMN,1.7805626406931179,0.8571428571428571,7.5,sub-108,event_onset,1.9944539666175842,8.0,2.0794415416798357,2.0149030205422647,-0.00948754399020163
1785,3.0,0,22,43.0,1.0,8,0.556939521040481,bluestreets,postHC,PMN,2.643384725871202,0.8571428571428571,4.0,sub-108,event_onset,0.6754480302333832,7.0,1.9459101490553132,1.3862943611198906,0.4089404864898528
1786,1.0,0,23,71.0,1.0,9,-0.10501181462355445,bluestreets,postHC,PMN,2.105313322031686,0.8571428571428571,3.0,sub-108,event_onset,1.3678383082151413,4.0,1.3862943611198906,1.0986122886681098,-0.2530108491741826
1787,3.5,0,24,75.0,1.0,10,0.24841860452675024,bluestreets,postHC,PMN,2.0528084663087927,0.8571428571428571,4.0,sub-108,event_onset,1.3398108314722776,7.5,2.0149030205422647,1.3862943611198906,0.10041956997612209
1788,4.0,0,25,59.0,1.0,11,0.3125827990589915,bluestreets,postHC,PMN,2.1113448293132038,0.8571428571428571,6.0,sub-108,event_onset,0.6701520150527358,10.0,2.302585092994046,1.791759469228055,0.16458376450836334
1789,2.0,0,26,20.0,1.0,12,0.20804025827293068,bluestreets,postHC,PMN,2.405647751813025,0.8571428571428571,4.0,sub-108,event_onset,-0.2630923856049776,6.0,1.791759469228055,1.3862943611198906,0.06004122372230253
1791,4.0,0,28,89.0,1.0,14,0.47434174846119154,bluestreets,postHC,PMN,1.8622056185144562,0.8571428571428571,7.0,sub-108,event_onset,1.9238374382257462,11.0,2.3978952727983707,1.9459101490553132,0.32634271391056335
1792,6.5,2,15,62.0,1.0,1,-0.021493059344515692,bluestreets,postHC,PMN,2.8637027445496863,0.6428571428571429,11.5,sub-109,event_onset,1.0109293217537925,18.0,2.8903717578961645,2.4423470353692043,-0.12996257209504428
1794,5.0,2,17,62.0,1.0,3,0.8969116728571552,bluestreets,postHC,PMN,2.4896044210989134,0.6428571428571429,5.5,sub-109,event_onset,-0.5395823419094086,10.5,2.3513752571634776,1.7047480922384253,0.7884421601066267
1795,1.0,2,18,67.0,1.0,4,-0.040052914421164654,bluestreets,postHC,PMN,2.4276660439768034,0.6428571428571429,5.5,sub-109,event_onset,0.38915639370679855,6.5,1.8718021769015913,1.7047480922384253,-0.14852242717169323
1796,4.0,2,19,60.0,1.0,5,-0.019063798309717744,bluestreets,postHC,PMN,2.16344779070795,0.6428571428571429,7.0,sub-109,event_onset,0.5085303336381912,11.0,2.3978952727983707,1.9459101490553132,-0.12753331106024632
1797,0.0,2,20,52.0,1.0,6,0.1886102224789253,bluestreets,postHC,PMN,1.736683826992892,0.6428571428571429,3.5,sub-109,event_onset,-0.007251434028148651,3.5,1.252762968495368,1.252762968495368,0.08014070972839674
1799,1.5,2,22,43.0,1.0,8,-0.5273004855406473,bluestreets,postHC,PMN,2.3960004371333206,0.6428571428571429,0.5,sub-109,event_onset,1.3608109429478645,2.0,0.6931471805599453,-0.6931471805599453,-0.635769998291176
1800,1.0,2,23,71.0,1.0,9,-0.043065228857982286,bluestreets,postHC,PMN,2.6647623445620696,0.6428571428571429,5.0,sub-109,event_onset,0.9859255191404372,6.0,1.791759469228055,1.6094379124341003,-0.15153474160851085
1801,4.0,2,24,75.0,1.0,10,-0.2746382148256746,bluestreets,postHC,PMN,2.3467709927212037,0.6428571428571429,2.5,sub-109,event_onset,2.4801579592749476,6.5,1.8718021769015913,0.9162907318741551,-0.38310772757620315
1805,3.0,2,28,89.0,1.0,14,0.6237298566800605,bluestreets,postHC,PMN,2.4024897790029383,0.6428571428571429,3.0,sub-109,event_onset,0.90749835036695,6.0,1.791759469228055,1.0986122886681098,0.515260343929532
1806,6.5,0,15,62.0,1.0,1,-0.6219614514063622,bluestreets,postHC,PMN,1.4250684772232087,0.7857142857142857,5.0,sub-111,event_onset,1.3949469737708569,11.5,2.4423470353692043,1.6094379124341003,-0.6819154638244723
1808,8.0,0,17,62.0,1.0,3,0.6616640014756223,bluestreets,postHC,PMN,1.9305562689494475,0.7857142857142857,5.5,sub-111,event_onset,1.9614974409341812,13.5,2.6026896854443837,1.7047480922384253,0.6017099890575122
1809,1.5,0,18,67.0,1.0,4,0.3642149410206896,bluestreets,postHC,PMN,2.4220167977169518,0.7857142857142857,2.5,sub-111,event_onset,0.2680888660252094,4.0,1.3862943611198906,0.9162907318741551,0.30426092860257936
1810,3.0,0,19,60.0,1.0,5,-0.07139512530782062,bluestreets,postHC,PMN,2.437192582731173,0.7857142857142857,3.0,sub-111,event_onset,-0.9178641363978386,6.0,1.791759469228055,1.0986122886681098,-0.13134913772593082
1812,0.0,0,21,67.0,1.0,7,0.3172643756282675,bluestreets,postHC,PMN,3.0091760418551483,0.7857142857142857,4.5,sub-111,event_onset,1.7139921188354492,4.5,1.5040773967762742,1.5040773967762742,0.25731036321015727
1813,2.0,0,22,43.0,1.0,8,-0.4810650043460453,bluestreets,postHC,PMN,2.325680593590072,0.7857142857142857,5.0,sub-111,event_onset,1.2065491452813148,7.0,1.9459101490553132,1.6094379124341003,-0.5410190167641555
1814,1.5,0,23,71.0,1.0,9,-0.0052755288596952514,bluestreets,postHC,PMN,2.02108914008388,0.7857142857142857,2.5,sub-111,event_onset,2.8445303440093994,4.0,1.3862943611198906,0.9162907318741551,-0.06522954127780545
1815,6.5,0,24,75.0,1.0,10,0.2836356065018239,bluestreets,postHC,PMN,2.4298990621745524,0.7857142857142857,6.0,sub-111,event_onset,-0.26037581264972687,12.5,2.5257286443082556,1.791759469228055,0.2236815940837137
1816,2.0,0,25,59.0,1.0,11,0.03629529816146687,bluestreets,postHC,PMN,1.3674084389579757,0.7857142857142857,2.0,sub-111,event_onset,-0.6906205862760544,4.0,1.3862943611198906,0.6931471805599453,-0.02365871425664333
1817,1.0,0,26,20.0,1.0,12,0.7162652817056122,bluestreets,postHC,PMN,2.8383233963843986,0.7857142857142857,0.5,sub-111,event_onset,-0.006191641092300415,1.5,0.4054651081081644,-0.6931471805599453,0.656311269287502
1819,4.5,0,28,89.0,1.0,14,-0.8499165345504127,bluestreets,postHC,PMN,2.6943576983261397,0.7857142857142857,14.5,sub-111,event_onset,-0.6827997416257858,19.0,2.9444389791664403,2.6741486494265287,-0.9098705469685229
1820,6.0,2,15,62.0,1.0,1,-0.26794664408677654,bluestreets,postHC,PMN,2.8009688117254696,0.5714285714285714,5.0,sub-112,event_onset,-0.041346728801727295,11.0,2.3978952727983707,1.6094379124341003,-0.2982166607415429
1822,1.0,2,17,62.0,1.0,3,-0.3167157196517998,bluestreets,postHC,PMN,2.053459555130899,0.5714285714285714,2.5,sub-112,event_onset,-3.3799652457237244,3.5,1.252762968495368,0.9162907318741551,-0.34698573630656615
1823,1.0,2,18,67.0,1.0,4,0.2623071746843771,bluestreets,postHC,PMN,2.433732312792815,0.5714285714285714,0.0,sub-112,event_onset,1.7837483435869217,1.0,0.0,-inf,0.23203715802961075
1824,3.0,2,19,60.0,1.0,5,-0.02003621517984228,bluestreets,postHC,PMN,2.1442716704833553,0.5714285714285714,2.0,sub-112,event_onset,31.00708755850792,5.0,1.6094379124341003,0.6931471805599453,-0.050306231834608625
1826,0.0,2,21,67.0,1.0,7,0.48981167377722573,bluestreets,postHC,PMN,3.167058732664687,0.5714285714285714,5.5,sub-112,event_onset,0.7581895068287849,5.5,1.7047480922384253,1.7047480922384253,0.45954165712245937
1827,2.0,2,22,43.0,1.0,8,-0.5520213050958093,bluestreets,postHC,PMN,2.034262932869512,0.5714285714285714,1.0,sub-112,event_onset,2.983586637303233,3.0,1.0986122886681098,0.0,-0.5822913217505756
1831,1.5,2,26,20.0,1.0,12,-0.2507891908924018,bluestreets,postHC,PMN,2.7008519577607615,0.5714285714285714,0.5,sub-112,event_onset,-1.792212724685669,2.0,0.6931471805599453,-0.6931471805599453,-0.2810592075471682
1833,3.5,2,28,89.0,1.0,14,0.6563594466671253,bluestreets,postHC,PMN,1.4243959806359294,0.5714285714285714,1.5,sub-112,event_onset,3.9305455088615417,5.0,1.6094379124341003,0.4054651081081644,0.626089430012359
1834,8.0,0,15,62.0,1.0,1,0.9365940859677885,bluestreets,postHC,PMN,1.5347407650422003,0.7857142857142857,13.0,sub-115,event_onset,-0.7125285863876343,21.0,3.044522437723423,2.5649493574615367,0.6431387281990856
1835,0.0,0,16,61.0,1.0,2,0.6805811678594381,bluestreets,postHC,PMN,2.1352903291171956,0.7857142857142857,4.0,sub-115,event_onset,-0.9943125396966934,4.0,1.3862943611198906,1.3862943611198906,0.3871258100907352
1836,5.0,0,17,62.0,1.0,3,0.15902806771948483,bluestreets,postHC,PMN,1.7317968690182817,0.7857142857142857,2.5,sub-115,event_onset,0.44269729405641556,7.5,2.0149030205422647,0.9162907318741551,-0.13442729004921808
1837,1.5,0,18,67.0,1.0,4,0.5253897681725346,bluestreets,postHC,PMN,1.802936758302265,0.7857142857142857,12.0,sub-115,event_onset,0.37728505954146385,13.5,2.6026896854443837,2.4849066497880004,0.23193441040383167
1838,5.5,0,19,60.0,1.0,5,0.42527579470601246,bluestreets,postHC,PMN,2.2634639145416116,0.7857142857142857,8.0,sub-115,event_onset,0.5069778561592102,13.5,2.6026896854443837,2.0794415416798357,0.13182043693730955
1839,0.5,0,20,52.0,1.0,6,0.08752451308512732,bluestreets,postHC,PMN,1.315393501932494,0.7857142857142857,7.0,sub-115,event_onset,-0.13077610731124878,7.5,2.0149030205422647,1.9459101490553132,-0.2059308446835756
1840,0.0,0,21,67.0,1.0,7,0.8166968629392942,bluestreets,postHC,PMN,1.5772368562968857,0.7857142857142857,8.0,sub-115,event_onset,1.4851714447140694,8.0,2.0794415416798357,2.0794415416798357,0.5232415051705913
1841,1.5,0,22,43.0,1.0,8,0.6061500609140552,bluestreets,postHC,PMN,2.338629843787935,0.7857142857142857,5.5,sub-115,event_onset,-1.60993592441082,7.0,1.9459101490553132,1.7047480922384253,0.3126947031453523
1842,2.5,0,23,71.0,1.0,9,0.07853531055814848,bluestreets,postHC,PMN,2.742547739394342,0.7857142857142857,7.0,sub-115,event_onset,-0.5714417695999146,9.5,2.2512917986064953,1.9459101490553132,-0.2149200472105544
1843,6.0,0,24,75.0,1.0,10,-0.214751385872243,bluestreets,postHC,PMN,2.1898782324587285,0.7857142857142857,6.5,sub-115,event_onset,-1.0565903186798096,12.5,2.5257286443082556,1.8718021769015913,-0.5082067436409459
1847,6.5,0,28,89.0,1.0,14,0.25192404522675277,bluestreets,postHC,PMN,1.6445371466603873,0.7857142857142857,7.5,sub-115,event_onset,-0.11454092711210251,14.0,2.6390573296152584,2.0149030205422647,-0.04153131254195014
1848,4.5,2,15,62.0,1.0,1,0.16369452707953566,bluestreets,postHC,PMN,3.3716781076666074,0.35714285714285715,5.0,sub-117,event_onset,-3.443217933177948,9.5,2.2512917986064953,1.6094379124341003,0.19520928337132168
1849,0.5,2,16,61.0,1.0,2,-0.6931038754265195,bluestreets,postHC,PMN,2.1149640918755916,0.35714285714285715,13.0,sub-117,event_onset,-0.9890962913632393,13.5,2.6026896854443837,2.5649493574615367,-0.6615891191347335
1850,2.5,2,17,62.0,1.0,3,0.16891987152477092,bluestreets,postHC,PMN,2.2245617766302757,0.35714285714285715,7.0,sub-117,event_onset,0.45081520080566406,9.5,2.2512917986064953,1.9459101490553132,0.20043462781655694
1852,4.5,2,19,60.0,1.0,5,0.02684504308576546,bluestreets,postHC,PMN,2.949344191994759,0.35714285714285715,6.5,sub-117,event_onset,0.3735070638358593,11.0,2.3978952727983707,1.8718021769015913,0.05835979937755148
1861,1.5,2,28,89.0,1.0,14,0.1080802214378761,bluestreets,postHC,PMN,3.0299335001198755,0.35714285714285715,3.0,sub-117,event_onset,3.340399146080017,4.5,1.5040773967762742,1.0986122886681098,0.13959497772966212
1862,4.0,0,15,62.0,1.0,1,0.761734706514036,bluestreets,postHC,PMN,2.2615774724847637,0.7857142857142857,11.0,sub-118,event_onset,7.927175611257553,15.0,2.70805020110221,2.3978952727983707,0.6030604452577919
1864,4.0,0,17,62.0,1.0,3,-0.1887929703351431,bluestreets,postHC,PMN,2.515124044831281,0.7857142857142857,9.0,sub-118,event_onset,4.598047077655792,13.0,2.5649493574615367,2.1972245773362196,-0.34746723159138726
1865,0.5,0,18,67.0,1.0,4,-0.08232780644175057,bluestreets,postHC,PMN,2.177410485043307,0.7857142857142857,3.0,sub-118,event_onset,6.8555349707603455,3.5,1.252762968495368,1.0986122886681098,-0.2410020676979947
1866,1.5,0,19,60.0,1.0,5,0.19413846036344926,bluestreets,postHC,PMN,2.6244794677257315,0.7857142857142857,8.0,sub-118,event_onset,7.892496466636658,9.5,2.2512917986064953,2.0794415416798357,0.035464199107205135
1868,0.0,0,21,67.0,1.0,7,0.9214994525539142,bluestreets,postHC,PMN,2.257849256193615,0.7857142857142857,14.0,sub-118,event_onset,8.660686612129211,14.0,2.6390573296152584,2.6390573296152584,0.76282519129767
1869,1.5,0,22,43.0,1.0,8,0.15661714688934678,bluestreets,postHC,PMN,2.0316375180969053,0.7857142857142857,0.5,sub-118,event_onset,5.564005732536316,2.0,0.6931471805599453,-0.6931471805599453,-0.0020571143668973446
1870,1.0,0,23,71.0,1.0,9,0.22349519434184542,bluestreets,postHC,PMN,1.7785538847239282,0.7857142857142857,2.0,sub-118,event_onset,10.052209910936654,3.0,1.0986122886681098,0.6931471805599453,0.0648209330856013
1871,3.5,0,24,75.0,1.0,10,0.4502721798286759,bluestreets,postHC,PMN,2.2340963439869017,0.7857142857142857,0.5,sub-118,event_onset,1.5963966846466064,4.0,1.3862943611198906,-0.6931471805599453,0.2915979185724318
1872,5.0,0,25,59.0,1.0,11,0.20735061638567961,bluestreets,postHC,PMN,3.562838863938726,0.7857142857142857,1.5,sub-118,event_onset,10.994585990905762,6.5,1.8718021769015913,0.4054651081081644,0.048676355129435495
1873,0.0,0,26,20.0,1.0,12,-0.8758541752938308,bluestreets,postHC,PMN,2.565241426739909,0.7857142857142857,7.0,sub-118,event_onset,0.7849617004394531,7.0,1.9459101490553132,1.9459101490553132,-1.0345284365500749
1875,4.0,0,28,89.0,1.0,14,0.22897343409389778,bluestreets,postHC,PMN,1.2939733760768788,0.7857142857142857,2.5,sub-118,event_onset,1.9245941638946533,6.5,1.8718021769015913,0.9162907318741551,0.07029917283765366
1876,5.5,0,15,62.0,1.0,1,-0.11634909090013046,bluestreets,postHC,PMN,2.0897699557230958,0.7142857142857143,1.5,sub-119,event_onset,0.2657798230648041,7.0,1.9459101490553132,0.4054651081081644,-0.26551359654626117
1878,5.0,0,17,62.0,1.0,3,-0.2537274810043139,bluestreets,postHC,PMN,3.1581758491492344,0.7142857142857143,3.5,sub-119,event_onset,-1.017282098531723,8.5,2.1400661634962708,1.252762968495368,-0.4028919866504446
1879,0.0,0,18,67.0,1.0,4,-0.5168878973891675,bluestreets,postHC,PMN,2.508021571357924,0.7142857142857143,2.5,sub-119,event_onset,0.17804675735533237,2.5,0.9162907318741551,0.9162907318741551,-0.6660524030352982
1880,2.5,0,19,60.0,1.0,5,-0.0823017829388985,bluestreets,postHC,PMN,1.5212276361760548,0.7142857142857143,3.0,sub-119,event_onset,0.08288419246673584,5.5,1.7047480922384253,1.0986122886681098,-0.2314662885850292
1882,0.0,0,21,67.0,1.0,7,0.29814003417174073,bluestreets,postHC,PMN,2.7495471007255965,0.7142857142857143,3.0,sub-119,event_onset,1.4425401939079165,3.0,1.0986122886681098,1.0986122886681098,0.14897552852561002
1883,1.0,0,22,43.0,1.0,8,-0.20828589222819494,bluestreets,postHC,PMN,1.6766864766920662,0.7142857142857143,1.0,sub-119,event_onset,1.5714824050664902,2.0,0.6931471805599453,0.0,-0.35745039787432564
1884,1.0,0,23,71.0,1.0,9,0.5762449671017037,bluestreets,postHC,PMN,2.125455859328031,0.7142857142857143,1.5,sub-119,event_onset,0.058643098920583725,2.5,0.9162907318741551,0.4054651081081644,0.427080461455573
1885,1.5,0,24,75.0,1.0,10,0.26398896218682105,bluestreets,postHC,PMN,1.8634010773600957,0.7142857142857143,0.5,sub-119,event_onset,0.5226075369864702,2.0,0.6931471805599453,-0.6931471805599453,0.11482445654069035
1887,2.0,0,26,20.0,1.0,12,0.2587504133883915,bluestreets,postHC,PMN,2.0167424702453194,0.7142857142857143,0.5,sub-119,event_onset,0.39324403554201126,2.5,0.9162907318741551,-0.6931471805599453,0.10958590774226079
1889,2.5,0,28,89.0,1.0,14,0.03129267376701798,bluestreets,postHC,PMN,2.479069290111713,0.7142857142857143,3.5,sub-119,event_onset,0.5042132847011089,6.0,1.791759469228055,1.252762968495368,-0.11787183187911274
1890,5.0,2,15,62.0,1.0,1,0.3486578998422501,bluestreets,postHC,PMN,1.826216940587382,0.6428571428571429,7.0,sub-120,event_onset,0.8304575979709625,12.0,2.4849066497880004,1.9459101490553132,0.22881393112779747
1892,6.5,2,17,62.0,1.0,3,0.583591973214144,bluestreets,postHC,PMN,1.7244533365523065,0.6428571428571429,7.0,sub-120,event_onset,-0.6022589094936848,13.5,2.6026896854443837,1.9459101490553132,0.4637480044996914
1893,1.0,2,18,67.0,1.0,4,0.4806531397410554,bluestreets,postHC,PMN,2.532753140922516,0.6428571428571429,3.5,sub-120,event_onset,4.766928046941757,4.5,1.5040773967762742,1.252762968495368,0.36080917102660276
1894,4.0,2,19,60.0,1.0,5,-0.18266592167709517,bluestreets,postHC,PMN,2.581898834040584,0.6428571428571429,11.0,sub-120,event_onset,-0.3644610047340393,15.0,2.70805020110221,2.3978952727983707,-0.3025098903915478
1896,0.0,2,21,67.0,1.0,7,-0.05967251736815854,bluestreets,postHC,PMN,1.7269159046509992,0.6428571428571429,4.5,sub-120,event_onset,0.814977616071701,4.5,1.5040773967762742,1.5040773967762742,-0.17951648608261117
1897,2.5,2,22,43.0,1.0,8,0.45865574713238705,bluestreets,postHC,PMN,1.7836228479476832,0.6428571428571429,5.5,sub-120,event_onset,-0.8197324983775616,8.0,2.0794415416798357,1.7047480922384253,0.3388117784179344
1899,3.5,2,24,75.0,1.0,10,-0.22008090075204742,bluestreets,postHC,PMN,2.616098557766713,0.6428571428571429,5.5,sub-120,event_onset,-1.020067036151886,9.0,2.1972245773362196,1.7047480922384253,-0.3399248694665001
1900,5.0,2,25,59.0,1.0,11,-0.19653466508484752,bluestreets,postHC,PMN,2.7421939468280887,0.6428571428571429,5.0,sub-120,event_onset,0.9912052005529404,10.0,2.302585092994046,1.6094379124341003,-0.31637863379930015
1903,2.0,2,28,89.0,1.0,14,-0.05296573983106162,bluestreets,postHC,PMN,2.3197710713021666,0.6428571428571429,2.5,sub-120,event_onset,1.1062993109226227,4.5,1.5040773967762742,0.9162907318741551,-0.17280970854551425
1904,4.5,2,15,62.0,1.0,1,0.03186321977952234,bluestreets,postHC,PMN,1.9252839780780373,0.7857142857142857,6.5,sub-121,event_onset,1.5043243020772934,11.0,2.3978952727983707,1.8718021769015913,-0.16286236820085434
1905,2.0,2,16,61.0,1.0,2,0.3954512312539918,bluestreets,postHC,PMN,1.0119288190419629,0.7857142857142857,3.0,sub-121,event_onset,3.203695595264435,5.0,1.6094379124341003,1.0986122886681098,0.2007256432736151
1906,0.5,2,17,62.0,1.0,3,1.1824819833792015,bluestreets,postHC,PMN,1.700074298016035,0.7857142857142857,5.0,sub-121,event_onset,0.8693109750747681,5.5,1.7047480922384253,1.6094379124341003,0.9877563953988249
1908,1.0,2,19,60.0,1.0,5,0.3478894152836003,bluestreets,postHC,PMN,1.926315713677165,0.7857142857142857,6.0,sub-121,event_onset,0.905700758099556,7.0,1.9459101490553132,1.791759469228055,0.15316382730322362
1909,0.0,2,20,52.0,1.0,6,0.3550994172047475,bluestreets,postHC,PMN,2.3438854439438295,0.7857142857142857,3.0,sub-121,event_onset,2.4461773447692394,3.0,1.0986122886681098,1.0986122886681098,0.16037382922437085
1910,0.0,2,21,67.0,1.0,7,0.07328558170802554,bluestreets,postHC,PMN,2.9501353315344825,0.7857142857142857,8.0,sub-121,event_onset,1.8995200172066689,8.0,2.0794415416798357,2.0794415416798357,-0.12144000627235113
1911,2.5,2,22,43.0,1.0,8,-0.5023834815673153,bluestreets,postHC,PMN,1.3092538801247617,0.7857142857142857,1.0,sub-121,event_onset,1.5518056601285934,3.5,1.252762968495368,0.0,-0.6971090695476919
1913,2.5,2,24,75.0,1.0,10,0.1832467179366752,bluestreets,postHC,PMN,1.8406404373086194,0.7857142857142857,0.5,sub-121,event_onset,0.38913142681121826,3.0,1.0986122886681098,-0.6931471805599453,-0.011478870043701461
1914,2.5,2,25,59.0,1.0,11,0.44088882284857694,bluestreets,postHC,PMN,2.1113839934230225,0.7857142857142857,1.0,sub-121,event_onset,3.9051997140049934,3.5,1.252762968495368,0.0,0.24616323486820027
1915,2.0,2,26,20.0,1.0,12,0.22328483365717988,bluestreets,postHC,PMN,2.5014686645194386,0.7857142857142857,0.5,sub-121,event_onset,-1.5018534511327744,2.5,0.9162907318741551,-0.6931471805599453,0.028559245676803208
1917,3.5,2,28,89.0,1.0,14,-0.31799734049427014,bluestreets,postHC,PMN,1.7888751585531004,0.7857142857142857,2.0,sub-121,event_onset,2.3219354152679443,5.5,1.7047480922384253,0.6931471805599453,-0.5127229284746468
1918,4.0,0,15,62.0,1.0,1,0.183550073874034,bluestreets,postHC,PMN,2.047794120661281,0.6428571428571429,6.0,sub-123,event_onset,-1.1888778656721115,10.0,2.302585092994046,1.791759469228055,0.07208187958748127
1920,3.0,0,17,62.0,1.0,3,-0.10291885180762765,bluestreets,postHC,PMN,1.7788943026247377,0.6428571428571429,4.0,sub-123,event_onset,-0.8152331858873367,7.0,1.9459101490553132,1.3862943611198906,-0.21438704609418036
1921,0.0,0,18,67.0,1.0,4,0.3842751149250958,bluestreets,postHC,PMN,2.6148526531719773,0.6428571428571429,1.5,sub-123,event_onset,4.198268234729767,1.5,0.4054651081081644,0.4054651081081644,0.27280692063854306
1922,2.0,0,19,60.0,1.0,5,-0.13865813080921377,bluestreets,postHC,PMN,3.1478914827115076,0.6428571428571429,1.0,sub-123,event_onset,0.6518447361886501,3.0,1.0986122886681098,0.0,-0.2501263250957665
1923,0.0,0,20,52.0,1.0,6,-0.40114392374535884,bluestreets,postHC,PMN,1.716854820236793,0.6428571428571429,2.5,sub-123,event_onset,3.608852297067642,2.5,0.9162907318741551,0.9162907318741551,-0.5126121180319115
1924,0.0,0,21,67.0,1.0,7,0.5103156090623088,bluestreets,postHC,PMN,2.224627158847935,0.6428571428571429,5.0,sub-123,event_onset,-1.3130240440368652,5.0,1.6094379124341003,1.6094379124341003,0.398847414775756
1925,1.5,0,22,43.0,1.0,8,0.19026840949147036,bluestreets,postHC,PMN,1.650810535059571,0.6428571428571429,3.5,sub-123,event_onset,3.9744532704353333,5.0,1.6094379124341003,1.252762968495368,0.07880021520491765
1927,2.0,0,24,75.0,1.0,10,-0.3552203384738628,bluestreets,postHC,PMN,2.7151939011330506,0.6428571428571429,2.0,sub-123,event_onset,2.6586798429489136,4.0,1.3862943611198906,0.6931471805599453,-0.46668853276041555
1931,3.0,0,28,89.0,1.0,14,-0.057946659527590504,bluestreets,postHC,PMN,1.8958738086288183,0.6428571428571429,4.5,sub-123,event_onset,2.5506796622648835,7.5,2.0149030205422647,1.5040773967762742,-0.16941485381414323
1932,5.0,2,15,62.0,1.0,1,-0.10931425923555416,bluestreets,postHC,PMN,1.5605141522028996,0.5714285714285714,9.5,sub-124,event_onset,1.1571808457374573,14.5,2.6741486494265287,2.2512917986064953,-0.1949519811761429
1933,2.5,2,16,61.0,1.0,2,0.6251675616682386,bluestreets,postHC,PMN,1.9746868495096999,0.5714285714285714,5.5,sub-124,event_onset,1.7442538440227509,8.0,2.0794415416798357,1.7047480922384253,0.5395298397276499
1934,0.5,2,17,62.0,1.0,3,0.3812350632959391,bluestreets,postHC,PMN,2.079112417035937,0.5714285714285714,1.0,sub-124,event_onset,0.5743345245718956,1.5,0.4054651081081644,0.0,0.2955973413553503
1935,0.0,2,18,67.0,1.0,4,0.30094405331948204,bluestreets,postHC,PMN,1.8836736558480716,0.5714285714285714,4.0,sub-124,event_onset,4.998357772827148,4.0,1.3862943611198906,1.3862943611198906,0.2153063313788933
1936,1.5,2,19,60.0,1.0,5,0.3602345067160842,bluestreets,postHC,PMN,2.2375045637210027,0.5714285714285714,2.0,sub-124,event_onset,3.338726967573166,3.5,1.252762968495368,0.6931471805599453,0.27459678477549543
1938,0.5,2,21,67.0,1.0,7,-0.30171998687855583,bluestreets,postHC,PMN,2.269578112621781,0.5714285714285714,9.5,sub-124,event_onset,1.4836052656173706,10.0,2.302585092994046,2.2512917986064953,-0.38735770881914455
1941,1.5,2,24,75.0,1.0,10,-0.23512896908399405,bluestreets,postHC,PMN,2.6131998972310355,0.5714285714285714,2.5,sub-124,event_onset,2.0922139286994934,4.0,1.3862943611198906,0.9162907318741551,-0.3207666910245828
1945,3.0,2,28,89.0,1.0,14,-0.6414664229429575,bluestreets,postHC,PMN,2.89964351258423,0.5714285714285714,1.0,sub-124,event_onset,0.9236268401145935,4.0,1.3862943611198906,0.0,-0.7271041448835462
1946,7.5,2,15,62.0,1.0,1,0.22080772992128062,bluestreets,postHC,PMN,2.276031689425089,0.7142857142857143,3.0,sub-126,event_onset,0.7262686789035797,10.5,2.3513752571634776,1.0986122886681098,0.027465927174904703
1947,0.0,2,16,61.0,1.0,2,0.11024678757344093,bluestreets,postHC,PMN,2.6124702823262296,0.7142857142857143,3.5,sub-126,event_onset,2.2011915296316147,3.5,1.252762968495368,1.252762968495368,-0.08309501517293498
1948,2.5,2,17,62.0,1.0,3,-0.20529118293822135,bluestreets,postHC,PMN,2.126933904331714,0.7142857142857143,5.5,sub-126,event_onset,2.1424620747566223,8.0,2.0794415416798357,1.7047480922384253,-0.39863298568459726
1949,1.5,2,18,67.0,1.0,4,0.2841153174156057,bluestreets,postHC,PMN,2.41397906041784,0.7142857142857143,9.5,sub-126,event_onset,-0.3847234845161438,11.0,2.3978952727983707,2.2512917986064953,0.09077351466922978
